,Text,Label
5536,pull up to my hotel like im cassidyyy,neutral
5537,we can go on maury,neutral
5538,people how is it possible for a fish to generate so much electricity the fish the dark side of the force is a pathway to many abilities some consider to be unnatural,neutral
5539,i actually had a professor back in college that had gone down to the amazon to study these creatures,neutral
5540,first there was a world ruled by birds and now a world ruled by frogs whats next cats snakes elephants the possibilities are truly endless in speculative evolution,neutral
5541,i love speculative biology but this project has one problem as i see it the idea is presented that these amphibians wouldnt transition to forms of exothermic metabolism we have evidence that both crocodilians and dinosaurs could change from warmblooded to coldblooded and back again birds being warmblooded reptiles show the transition from ectothermic to exothermic lifestyles why wouldnt amphibians do the same over the eons in one shape or another,neutral
5542,there were several things that were not taken into account when evolving over time they stuck way too closely to frog morphology and tried to hammerfit it into each of the niches amphibians have varied morphology now that were advantageous for land dwelling amphibians but were not mentioned amphibians that become completely terrestrial without need for water as part of their life cycle no longer meet the definition of amphibian every evolved amphibian retained frog eyes and body structure evolution is also influenced by things never mentioned as well predator prey relationships drive evolution fast running prey animals and predictors are an example size also dictates evolution due to environmental factors amphibians respiratory system is a limiting factor as many dont have lungs and breathe by uptake of oxygen through the skin or primitive lungs this limits size the larger the animal the more oxygen is needed thats why lungs evolved this would also change mouth and nose shape,neutral
5543,crash course helping kids cram for their exams since day one,neutral
5544,started watching this my freshman year in high school now im watching them my freshman year in college,neutral
5545,trying to test out of bio 101 so i can eventually get my third degree nursing thanx hank along with that here is what i quickly typed down as a sort of summary feel free to fix  william prout discovered our stomachs have hydrochloric acid and discovered chemical composition of urea also discovered food is divided into carbs fats and proteins  carbohydrates are the source of all energy  carbs are made of sugars with the simplest being monosaccharides  glucose a monosaccharide number 1 sugar that comes from the sun  fructose same chemical as glucose but arranged differently and is sweeter  disaccharides are two monosaccharides put together  sucrose fructose and glucose connected is a disaccharide joined by a covalent bond  polysaccharides are thousands of simple sugar units  cellulose is a bunch of glucose molecules  bread is made of starch and amylase  our bodies store carbs in form of glycogen in our muscle until we need to use them  we store our energy long term through fat aka lipids  lipids are non polar and can’t dissolve in water  fats are made of glycerol and fatty acids  saturated fats don’t have double bonds while unsaturated fats do  trans fat do not exist in nature and are unsaturated and bad for the body  omega 3 fats unsaturated are essential but we need to eat them in order to get them  phospholipids form cell membrane walls to keep bad stuff out and good stuff in  phospholipids are one end polar and one end non polar  steroids a phospholipid made of 4 carbon rings are used to make cholesterol  proteins of made of 20 amino acids which do everything for the body  nitrogen can only be gotten into our bodies from food via foods high in protein  polypeptides are formed by long chains of amino acids  the 9 essential amino acids which are bodies can’t make on their own are histidine isoleucine leucine lysine methionine phenylalanine threonine tryptophan and valine,neutral
5546,ga were the oddest thing the most manufactured of bands that released the most boundarypushing and brillant pop music,neutral
5547,fun fact on that last question a good 8090 of the foods we refer to as vegetables are actually fruits there are actually not that many edible vegetable kind of plants the reason these fruits are called vegetables is a result of culinary distinction rather than a biological one labelling the plant by its use in dishes rather than what it is categorically,neutral
5548,remember in elementary school when all you needed to know is photosynthesis needs the sun water and carbon dioxide to make food now it has come to this,neutral
5549,i appreciate the fact that he admits this process is stupidly hard for no reason except science,neutral
5550,everyone here is cramming for ap biology but i’m just cramming for normal biology how is this fair,neutral
5551,i have my test in an hour so far i know electrons are involved somehow,neutral
5552,mitochondria are the powerhouse of the cell thats what ive learned so far,neutral
5553,for the lazy d gl on tests photosystem ii captures and transfers energy 1 chlorophyll absorbs energy from sunlight 2 energized electrons enter electron transport chain 3 water molecules are split 4 oxygen is released as waste 5 hydrogen ions are transported across thylakoid membrane 6 photosystem i captures energy and produces energycarrying molecules 7 chlorophyll absorbs energy from sunlight 8 energized electrons are used to make nadph 9 nadph is transferred to lightindependent reactions,neutral
5554,could you imagine if a bunch of aliens dropped 2 super predators on a city just to see how the humans adapt to it,neutral
5555,50 kg of pressure the engineer inside me really felt that one,neutral
5556,since the animations are kinda confusing the numbers up i recapped the transformation here glycolysis glucose 2 atp 2 pyruvates energy this energy is used for making 4 atp net profit of 2 atp and 2 nadh from 2 adp 2 nad and 2 hydrogen probably h fermentation pyruvate energy lactic acid krebs cycle 2 pyruvates 2 o₂ 2 acetyl coenzyme a 2 co₂ energy this energy is used to form 2 nadh from nad and hydrogen 2 acetyl coenzyme a 2 oxaloacetic acid 2 citric acid 2 citric acid 4 o₂ 2 oxaloacetic acid energy 4 co₂ this energy is used to make 2 atp 6 nadh and 2 fadh₂ so after the krebs cycle we now have 10 nadh 2 fadh₂ and 4 atp or 6 if you count the atp spent in glycolysis electron transport chain 10 nadh energy 10 nad 10 hydrogen this energy is used to pump some protons out of the inner membrane of the mitochondria they went back through the atp synthase creating at most 3 atp for each nadh for a total of 30 atp at most 2 fadh₂ energy 2 fad 4 hydrogen this energy is also used to pump some protons this creates at most 2 atp each fadh₂ for a total of 4 atp conclusion total atp created 38 molecules if the cell is very efficient 2 atp is spent in glycolysis so there would be at most 40 atp that went through the steps 10 nad were used and probably reused 2 fad were used and also probably reused 6 o₂ were used and they became 6 co₂ in the krebs cycle 2 oxaloacetic acid were used and reused hope this helps,neutral
5557,it’s been 7 years and i’m gonna need that enzyme puppet show now ,neutral
5558,cells are too complicated for their own good soon they will band together and become powerful enough to take over the wor oh wait,neutral
5559,one area of speculative are the predictions of life on the planets of our solar system as you may have seen in lemminos recent video people have proposed ideas for life on the moon mars venus etc for hundreds of years as well as modern day in that same sense videos surrounding the biology of aliens visiting earth ie usually as invaders would be interesting,neutral
5560,the animated movie made by sergey krivoplyasov and antropogenezru why don’t apes evolve into humans subscribe to our channel become a patron,neutral
5561,human long ago survival mode human now creative mode,neutral
5562,so over 70000 years ago we actually came to what experts believe the closest to extinction we’ve ever been it’s believed to have been caused by a supervolcano the toba supervolcano then sunk into the ground and became lake toba,neutral
5563,they forgot a thing we chew our food ,neutral
5564,when a bunch of cells is watching a bunch of cells explaining a bunch of cells,neutral
5565,mitochondria is the powerhouse of the cell,neutral
5566,notes animal cell eukaryotic cells with membrane organelles and nucleus containing dna that calls the shots animal plants fungi and protist flexible and squishy membranes as oppose to plants allowing the creation of cell organs and tissue types cell is like a city on the surface microtubials made of long protein fibers cillia tiny arms like in lungs and throat pushing the mucus up and flagella whiplike tail like in sperms protozoans move with microtubials instead of muscle tissue membrane selective permeability monitoring coming in and out like boarders inside cytoplasm waternutrients cytoskeleton scaffolding made of protein strands centrosomes infrastructures endoplasmic reticulum er network of membranes like a highway system the smoother parts of er are like factories containing enzymes proteins producing lipids detoxifying substances by adding carboxyl to make them soluble in water storing ions like sodium used for energy the rougher parts of er have ribosomes attached to them synthesis and packaging of proteins ribosomes float freely assemble amino acids into polypeptides pushing the protein chain into er where its bitten off and sent to golgi aparatus golgi made of membranous layers the post office for packaging proteins cutting them into hormones combining them with carbs to make molecules vessicles the packages with phospholipid walls lysosome waste treatment and recycling sacks containing enzymes breaking down cell waste into building material mitochondria the power plant where respiration takes place fuels converted to adenosine triphosphate atp which is the currency they were separate bacteria that animal cells absorbed and kept and they still act as their own organisms with their own dna they exist in the egg and doesnt mix with sperms dna during fertilization nucleus the leader contains dna and has all the information and instructions has a double membrane nucleoplasm is like cytoplasm nucleolus at the center creates ribosomal rnaproteinsribosomes messenger rna carry the orders to ribosomes chromatin weblike substance that holds dna molecules upon cell division they gather into rodshaped chromosome humans have 46,neutral
5567,my opinion was always that wyverns are a typesubspecies of dragon saying thats not a dragon thats a wyvern is about as useful as saying thats not a dog thats a border collie,neutral
5568,have you ever heard of the 1982 animated movie “a flight of dragons” they answer a lot of dragon biology questions like the fact that dragons can fly because they are essentially organic hydrogen balloons and they breathe fire to vent it off,neutral
5569,i actually pondered on how dragons would be able to breath fire and i brought the topic up to my mom i had the idea that they had to have an organ in their body that would produce a highly reactive gas or liquid and that when it was forced out it would either ignite from the oxygen or something else would ignite it internally which is where my mom got the idea that dragons would have a crop like chickens have and throughout a dragons lifetime they would eat rocks of flint that would go into that crop when the dragon needed to breath fire that crop would constrict extremely fast while the gasliquid came up igniting and sending out flames the dragons internals being protecting by a thick flame retardant mucus,neutral
5570,until a few years ago i didnt even know about the dragon wyvern debate ive always thought and still do all wyverns are dragons not every dragon is a wyvern just like every duck is a bird but not every bird is a duck dragon is just a broad term for many different creatures the one with four legs and two wings are european dragons just my way of thinking not saying it as a factnot sure what most peoples opinion is,neutral
5571,it cant penetrate and come into it hank likes his biology hardcore,neutral
5572,so around 32 degrees fahrenheit or 0 degree celsius if youre a scientist or from a part of the world where things make sense im dying here,neutral
5573,to summarize this video h2o is a covalent bond hydrogen bonds stick together hydrogen bonds are weak cohesion is the attraction between two like things water has the highest cohesion of any nonmetallic liquid adhesion is the act of water spreading out adhesion is the attraction between two unlike things capillary action is water defying gravity water is a polar molecule water is a solvent the greatest,neutral
5574,i think we all know why hank smiled when he said it cant penetrate and come into it,neutral
5575,it cant penetrate and come into ithank,neutral
5576,there are also natural bonsai they form in small pockets of soil on certain rock formations and are really rare,neutral
5577,to the people saying that growing bonsais is torture i just want to say that many of the training methods are also applies in other tree nurseries where the trees for parks streets and gardens are grown they are repotted pruned the roots too wired and they get limited amounts of nutrients in order to grow into the desired shape of course it isnt neccessary to keep bonsais at such a small size when the trees could become much bigger but as long as they are kept healthy i dont see a problem with it i think that few wild trees actually have the resources to grow to their full potential and especially not the ones that grow in urban settings,neutral
5578,theres no way you could assume that its doing actual harm to the tree after all you reassure the plant has got all it needs to survive and actually flourish on a smaller scale since youre eliminating the constant struggle for survival that happens in nature,neutral
5579,bonsai are also easier to store than a fully grown tree so it playes a part in preservation you could have a full metal rack of 20 bonsai but not a single full tree would fit there,neutral
5580,god created linneaus organsized nailed it carl,neutral
5581,direct link to the full video on patreon,neutral
5582,030 distance and displacement 642 speed 1016 speed and velocity 1330 average speed and average velocity 1839 acceleration 2915 gravitational acceleration 3747 projectile motion 4711 newtons 1st law 5133 newtons 2nd law,neutral
5583,for those that want more in depth information on some of the subjects i talked about in this video here are some detailed videos i made 1 newtons law of universal gravitation 2 entropy 3 electromagnetism and the speed of light 4 special relativity 5 einsteins general relativity 6 quantum mechanics basics 7 extra credit 4 fundamental forces of nature,neutral
5584,well if your going to teach physics you gotta start from the beginning it’s a warm summer evening in ancient greece,neutral
5585,physics is not about remembering physics is about concept walter lewin,neutral
5586,duuuuude for years and years i never understood why time slows down when you move faster your diagram with the two flashlight beams completely cleared it up subscribed,neutral
5587,time crystal just doesnt consume energy like any atom for example perpetual motion machine generates energy from nothing the idea of the time crystal is not that its perpetual motion machine or breaks some physics law but that this is periodic motion without losing energy we knew the possibility of such motion with super fluids and other exotic states for a while but this is the first legit exactly zero energy loss demonstration,neutral
5588,math also called the language of physics so in fact i think the real reason for me to learn physics is its concepts,neutral
5589,i used to think that complicated math is useless but im starting to get the point now thank you,neutral
5590,good video but small trifle at around 044 friction should be pointing to the left since friction always opposes the direction of motion of an object in contact with another object,neutral
5591,heisenberg also wrote what we observe is not nature in itself but nature exposed to our method of questioning,neutral
5592,this is the kind of physics i understand it makes sense that physics is a model of our perception of the world and not the world itself the map is not the territory,neutral
5593,everyone is always asking what is physics no one is ever asking how is physics doing,neutral
5594,is it possible that the reason why we cant answer the two questions are you a particle at the same time as are you a wave is because we are not asking the question correctly perhaps when we find the singular question that captures both of those questions we will understand that it isnt a duality but something else,neutral
5595,nice to see that kants take on epistemology that our knowledge of reality can be defined only as phenomenal or relating to our experiences senses and how our mind organizes information as opposed to noumenal or relating to fundamentally direct knowledge about reality itself still seems to be floating on gracefully for anything dealing with the actual nature of reality time to visit your local metaphysician unfortunately any statement from a metaphysician can only really be speculation and language games so alas,neutral
5596,what this all suggests to me is that the physical reality behind quantum mechanics is explicitly nonlocal eg bohmian mechanics and it is the process of gathering information about a system that imposes locality that is gathering information is an inherently local process,neutral
5597,was einstein wrong with theory of relativity michio yes and no spoken like a true quantum physicist,neutral
5598,this is how you teach and speak about a subject when you have mastered it so interesting stimulating and easy to follow most high school teachers are not experts and have not mastered their craft this is one issue with public education and kids get turned off and tune outthen land here and are again inspired and motivated to learn again,neutral
5599,me failing math  also me i’m gonna be a physicist ,neutral
5600,“you’re smarter than me” kid yeah,neutral
5601,dad so what did the physics man teach you son child nothing that i didnt know already,neutral
5602,bro the 9 year old is literally smarter than the whole twitter community,neutral
5603,“you don’t understand anything until you’re able to explain it to someone who’s never studied it” this guy understands it,neutral
5604,that ending blew my mind the fact that our universe brane could intersect or wrap etc with other three dimensional universes to produce fourdimensional ones makes sense how do you form a cube with a bunch of slices of squares how do you form four dimensions with a bunch of slices of threedimensional branes,neutral
5605,im curious to see what will be added to that map in 20 years,neutral
5606,in a parallel universe worthless neil would be watching me explaining quantum mechanics,neutral
5607,the only reason i wanted to learn more about quantum physics is because i was listening to dr tyson’s podcast where he mentioned quantum entanglement and that einstein didn’t think it was a thing calling it “spooky action at a distance” now my brain is a contradiction in terms in that i’m mathematically challenged seriously algebra might as well be sandscript but i understand calculus i’ve never found anyone that explain this to me lol so when dr tyson was explaining quantum entanglement i got the concept but i needed more info like trying to understand how an engine works by looking at the fuel fill and exhaust pipe and i know i’m just some guy but after reading everything i could get my hands on that wasn’t written for phd candidates it dawned on me that this might be our ticket to the stars my physics teacher in hs said that the only natural force that humans can’t manipulate is gravity and we’d have to be able to manipulate it if we ever want to explore other solar systems but excuse my ignorance if we can figure out how to manipulate quantum entanglement we would have the means to sidestep the cosmic speed limit,neutral
5608,some day well laugh at ourselves for being so puzzled by quantum physics,neutral
5609,ndt you cant get crazier than quantum mechanics my girlfriend hold my beer,neutral
5610,quantum entanglement kinda sounds like that if a tree falls in the woods with no one around does it make a sound question except the answer is that it both does and doesnt untill you hear it,neutral
5611,the universe is fractal therefore the same rules that apply to a solar system must apply to an atom except at faster speeds otherwise the universe would collapse in disarray and conflict empirical observations of the micro universe are as good as the equipment utilized to collect them if one observes a particle planet around the nucleus sun with a shutter speed equal to one revolution it would register at one position only 12 cycle would result in two opposite positions at higher speeds more positions are collected and the vibration wave function starts to reveal itself what is missing in our science at the particle level is the inclusion of the interaction between the particle and the energy dissipated from the device used to observe it equipment or human brain,neutral
5612,in my physic class the professor said “just perhaps someday we may know of there are other planets besides those our solar system” now we know of over 5000,neutral
5613,i wish stephen hawking was still alive to hear this,neutral
5614,science should not be about whether you are good at it or not it should only be about whether you are interested,neutral
5615,if you cant explain it simply you dont understand it well enough einstein,neutral
5616,quantum physics 510 quantum physics the description of the smallest particles in life and how they interact with light 553 particlewave duality ex1 bouncy ball drops into water and creates ripples ripples reach a stick and fade out bouncy ball suddenly pops out again from nearby the stick 650 quantum tunneling ex1 bouncy ball on a window ex2 hydrogen tunneling releases sunlight 802 superposition ex1 spinning in both directions ex2 mri machine spins our hydrogen atoms in both directions silicone chip lasers nuclear powerplants 4 principles of teaching 1 start off in the right place explain the info in the terms that they already understand start with an explanation and ask if it makes sense 2 dont go too far down the rabbit hole its better to explain a small amount that they will understand than make everything confusing 3 clarity beats accuracy a simpler explanation gets the point across 4 explain why you think its cool show your enthusiasm for the subject or give examples of how its relevant to their lives,neutral
5617,after watching this i realize i’m only six years old,neutral
5618,the hardest part of that first trick is wrestling a cane away from an old lady at the park theyre deceptively strong,neutral
5619,my take probably messed some up 1 the cane gets stabilized by the fact that the lighter side of the cane gets less friction form your finger than the heavier side so that finger moves faster towards the com of the cane this causes the effect to flip and the fingers slowly align themselves around the center of mass 2 the phone is not evenly weighed so spinning it in some axis would make it destabilize right well the same effect is observed when spinning a brick it fell on my foot twice while i tested that that i played around with i believe this effect occurs because of the fact that the center of mass of the brickphone is in the middle of the whole object so rotating it around the axis that allows more mass to rotate around further from the com will work because the particles far away have to have less momentum the spin is easier on the other hand spinning the phone the other way makes more particles have more energy so this state is unstable the phone starts to spin in a way that makes some of the particles decelerate which is a more stable state rhyme unintended the same thing is observed when spinning around and then extending your hands out which causes you to decelerate 3 this one is a bit of a troll i tested deuterium water and distilled water and the distilled one produced no less effect it’s not the water that is attracted to the cup it’s the stuff in it ions 4 the cereal contains some iron which is magnetic this makes it attracted to the magnet maybe but what is interesting is that water and glass fex are pushed away by magnets it’s diamagnetic anyways maybe the magnet makes like a small cavity in the water that the cereal falls into i did not observe one i do not know but i did manage to destroy a box of good cereal and throw the cereal all over the floor 5 hot air rises as the hot air creates a rising bubble the material the tea bag is made out of slowly burns away when it gets light enough it slowly flies up hope i am correct hand have a nice day edit watched the answers video,neutral
5620,349 this is actually one of traditional games in my country but normally we use an oil paper or newspaper first we glue every end of corner each other then we make a little hole at the center by using a needle then we blow the paper from the hole until it expands like a pillow finally we light every corner of the pillow paper at the same time it will fly and look like a japanese fireball ghost in the sky,neutral
5621,also for all you wouldbe explainers 2 works for perfectly symmetric objects in a vacuum,neutral
5622,the reason why 1 works isn’t just because of the method but because in the first case you only have one finger the center of mass is always a point and since you’ve only got one point of contact where your finger touches the cane there is effectively a 0 chance the center of mass is exactly on that contact point and thus starts leaning towards one side or another if you use the second method there’s two points of contact and thus as long as the center of mass is inbetween it cannot tilt you can try finding the center of mass on your own with two fingers together without using the special method and just doing it normally and you’ll see it works fine tldr you don’t need a special method to balance on the center of mass you just need two fingers so that there are two contact points for the center of mass to be between,neutral
5623,4 might have something to do with the 4th phase of water its a relatively newly discovered phenomena that negatively charged particles inside of water seem to cluster close to nonwater surfaces theres a chargeless layer after that and then a layer of positive charge which creates a natural bipole which could act as a magnet when stimulated with another magnet and basically push the cereal along and possibly even as work as a battery as the scientist explaining it pointed out im no expert obviously but there was a ted talk that i watched on youtube on the topic which was fascinating i suggest you look it up,neutral
5624,first one works thanks to friction when the imbalance occurs friction cancels out the speeds on each side which kind of forces you to move them accordingly so that the momentum on the sides are equal,neutral
5625,this sounds reminiscent of gödels incompleteness theorem he was able to abstract away the mathematical operations and describe any possible equation as a binary choice between it being true or false much like how the counterfactuals are either possible or impossible and allow you to ignore the specific equations themselves,neutral
5626,so if i understand constructor theory correctly in this world there are only two laws that matter what a man can do and what a man cant captain jack sparrow a physicist ahead of his time,neutral
5627,it strikes me that as a layman typically in physics theres only one or two right answers about how a system can evolve seeing as this is something of an epistemological framework i like epistemology and theyre important for getting new perspectives and theres a functionally infinite expansion of the number of ways a complex system can evolve im struggling to see how were going to find this needle in a haystack of cans and cants that is without lots and lots of ways to generate new ideas about how the system will evolve and new razors for eliminating impossible actions,neutral
5628,wouldnt constructor theory fundamentally be assuming we know all the base sets of rules in order to be correct otherwise it could rule out things that are possible but they just dont have a truth statement for in the base set of rules,neutral
5629,745 weve had an algebra of possibility for over 70 years its called modal logic and the standardly used semantics for it is possible worlds semantics also known as kripke semantics it has its own operators theorems etc and is used extensively in philosophy,neutral
5630,welcome to physics 101 the more we learn the less we know,neutral
5631,all these will eventually boil down to attempts to beat the speed of light,neutral
5632,i’m just curious to see where we’re gonna be in 10 years,neutral
5633,it looks like they are creating roadways for space or wormholes,neutral
5634,what caused the big bang cern,neutral
5635,what if what inside a hydron collider,neutral
5636,imagine writing a paper that can be disproven by attaching a pressure gage to the bottle,neutral
5637,one of the only things i still remember from high school physicsshaking the bottle doesnt increase the pressure it allows the gas to more easily separate from the liquid,neutral
5638,when looking at the salt water glass around time index 637 if you look carefully you can see a difference in the layers between the fresh water from the ice cube and the salt water that the ice cube is floating in,neutral
5639,i hope to see more of ana i can imagine discussing concepts like this in depth in your non native language would be extremely difficult but i also think that in situations like that the different viewing angle can be very revealing for example there are words in native cultures languages that describe entire concepts in the english language and vice versa sometimes things that are hidden from one perspective become obvious when looked at from another because parallels between concepts emerge beyond the language itself i think i may have just broken my brain hahaha anyway i love these thanks to everyone who was on it and of course brian,neutral
5640,i was gratified enticed by dr susskind’s implication of the time ‘shear’ near the event horizoneh because it supports questions i have been asking for years about the structure of a black hole which is commonly dismissed as “an unexplainable singularity at the center of the eh” that i have long believed is nonsensical without mention of relative rates of time layering i note that feynmans qed is not actually sensible explanatory or even rational but only exquisitely descriptive this vid also illuminated for me the ubiquitous ‘hairiness’ of the universe as a thick tangle of erepr entanglement ‘filaments’ stretched in at least 4d by an infinitude of time sheared partners i think this makes the universe a relatively big but very tiny place,neutral
5641,which basic concepts of physics would you like to learn more about,neutral
5642,“physicists are made of atoms a physicist is an attempt by an atom to understand itself” ― michio kaku,neutral
5643,editor how much fake do you want physics yes,neutral
5644,he’s yelling so loud he doesn’t even notice,neutral
5645,no one absolutely no one physicsuses shotgun far range,neutral
5646,how is he spinning with a keyboard ,neutral
5647,he saidill give him if he gets more kills then me those are ones my dude,neutral
5648,i remember reading about neutrinos 40 years ago they had just built neutrino detectors and had calculated the predicted number of events from solar neutrinos the estimates were off by 13 they had not hypothesized the neutrino mixing at that time,neutral
5649,sabine please keep making these videos about whats not known in physics its these types of things that can really drive a person to want to study the field i also appreciate you talking about situations where physics may be on the wrong track physics shouldnt be about jumping on the bandwagon of whats popular,neutral
5650,giving away 100 right now to enter just use code physics in fortnite item shop,neutral
5651,bob sounds 8 coco sounds 13 aidie sounds 40 ,neutral
5652,2400 interestingly enough at high enough optical intensities beyond those attainable by current lasers it is possible for photons to interact with one another this study of photonphoton interactions is known as nonlinear optics for example two photons can combine to create a photon with twice as much energy however due to these high intensities not being common in daily life this isnt frequently observed outside of laboratories,neutral
5653,hey thanks for including the bit about the neutron lifetime question i have worked on the ucntau experiment and its nice to see this parameter mentioned as an important question for those curious the lifetime is believed to be around 880 sec but the statistics are still underperforming and of course this result deviates from the older bottlebeam experiments by such a degree that there is not yet a consensus,neutral
5654,the fact that i learned more in this channel than in school is weird,neutral
5655,why not try skillshare totally free for one month ,neutral
5656,a similar demonstration of the dropping magnet is a solid metal disk connected to a pivot so it swings through the jaws of a large powerful magnet the metal disk is not attracted to the magnet but when allowed to swing through the magnetic field its motion is slowed and almost stopped if a series of closely spaced slots are cut into the disk and the experiment repeated the disk swings through almost unhindered the slots disrupt the currents needed to generate the opposing magnetic field,neutral
5657,if i was to predict the future now id make future architecture look more like hobbit holes for rural areas and artificial hills with forestcover up top for the urban ones for we either manage to bring some space for nature back or we wont have a future,neutral
5658,read more about 2d materials in charlie woods extended profile of jie shan and kin fai mak for quanta magazine,neutral
5659,can someone explain something to me not a trained scientist how many of these virtual atoms can they manipulate at once are they able to scale the quantity up enough to make for instance clouds of virtual hydrogen helium etc,neutral
5660,this was bound to happen next up 3d printing materials atom by atom and then mass production and what if you combined this 2d with penrose tiling patterns and stacked those what would the moiré pattern look like,neutral
5661,there actually just has to be some sort of connection that we don’t see or understand yet,neutral
5662,bells inequality settled the argument between einstein and bohr showing that entanglement was a real phenomenon,neutral
5663,quantum is a telescope to the vast,neutral
5664,i remember watching this channel ,neutral
5665, learn more  table of contents   000 modern physics a review of introductory physics  10615 modern physics the basics of special relativity  14844 modern physics the lorentz transformation  24513 modern physics the muon as test of special relativity  32111 modern physics the droppler effect  041053 modern physics the addition of velocities  043233 modern physics momemtum and mass in special relativity  51958 modern physics the general theory of relativity  063627 modern physics head and matter  072346 modern physics the blackbody spectrum and photoelectric effect  081756 modern physics xrays and compton effects  085150 modern physics matter as waves  094044 modern physics the schroedinger wave eqation  103007 modern physics the bohr model of the atom,neutral
5666,i want a crash course physics history telling us about how all everything was discovered,neutral
5667,when you try the tape thing and feel like a scientist,neutral
5668,i had and experienced this same experiment in a high school physics class in 1959 as we studied pendulum motion the teacher of that class was a phd physicist taking a two year sabbatical from a national lab his demonstration also included a lesson in the difference between what we say and what we believe each of us sat on a high stool as a shotput suspended from the high ceiling by a cable was brought up to within an inch or two of our nose he asked each of us do you know the laws of pendulum motion our response was of course yes then just as he released the shotput he said know we will see if you believe them most but not all sat still as that eight pounds of lead rocketed back towards our noses only a few ducked away a the last second that was 63 years ago i remember it like it was yesterday sadly today that teacher would not be able to do that experiment or any of the other amazing things he did in that classroom the lessons are to structured preprogramed and rigid for creative teachers to inspire the young minds and imaginations of their students plus the specter of liability would be the death of any imaginative and creative teaching,neutral
5669,what’s one new thing you’re learning this month any school and college students here where are you from ,neutral
5670,did you ever expect this to ever happen also are you ready for that gold digger video,neutral
5671,the only thing neon pulls is his mom’s credit card ,neutral
5672,as stephen hawkins said once they open pandoras box she aint going back in ,neutral
5673,the guy who decided to start cern really wanted to bring his wife and son back ,neutral
5674,lets put this in simplest terms the hadron collider is just a particle infuser,neutral
5675,i feel i have witnessed this before…,neutral
5676,i feel the reality changing in my vains,neutral
5677,i am going to sit through this and pretend i understand every word of it,neutral
5678,never thought i would understand dr penroses answer more than dr petersons questions,neutral
5679,it’s crazy to see dr jordan peterson learning when i see him in videos i just assume he knows everything already like he just has a flash drive plugged in somewhere,neutral
5680,do you like the new face cam and intro style,neutral
5681,659 this goated aim right here,neutral
5682,physics saying he s rich him wearing deafultyeah am rich af,neutral
5683,physics i wont use any heals also physics picks up a medkit,neutral
5684,direct link to full video on patreon,neutral
5685,time stamp 000 introduction 031 scalars and vectors 421 distance and displacement 816 speed and velocity 1451 essential formulas in kinematics 2245 practice problem part a 2816 practice problem part b,neutral
5686,here are the timestamps please check out our sponsors to support this podcast 000 introduction sponsor mentions the information to get 75 off first month netsuite to get free product tour expressvpn and use code lexpod to get 3 months free blinkist and use code lex to get 25 off premium eight sleep and use code lex to get special savings 107 are there limits to what physics can understand 939 beautiful ideas in physics 1808 space and time are really big 2156 there are billions of thoughts in a human life 2917 big bang 3739 how life emerged in the universe 4342 aliens 5334 consciousness 10101 limits of physics 10638 complimentary principle 11542 free will 12156 particles 12719 nobel prize in physics 14033 axions and dark matter 15558 time crystals 20051 theory of everything 21018 advice for young people 21601 meaning of life,neutral
5687,pens in the shirt pocket is the science equivalent of military ribbons,neutral
5688,“how many pens do you need” frank “yes”,neutral
5689,713 you can hold shift and space at the same time while flying to sneak stay in one spot in the air you dont have to keep going down,neutral
5690,question what happens of this is done over naturally generated water the sea etc does it blend with or is it above it,neutral
5691,in case you didnt know you can use wet sponges to summon the water aswell p,neutral
5692,timestamps for the lesson 000 intro 017 newtons 1st law 259 newtons 2nd law 347 unit conversionnewtons and lbs 456 weight and mass 826 newtons 3rd law 1657 normal force 2112 tension force 3154 more on newtons 3rd law 3358 net force in different directions 5443 more on tension force 11411 normal force on multiple objects 12439 static and kinetic friction 13848 inclined planes 15647 pulley systems 21915 pulley systems on inclined planes great video man,neutral
5693,i think perpetual motion will be eventually possible not by violating laws of physics but by tapping the fundamental forces of the universe instead of chemical fuels and such the only trick is deciding what k8nd of entropy to exhaust into,neutral
5694,physics does explain everything you have to know the behavior of subatomic particles to get that,neutral
5695,just like some self winding wrist watches continue to tick these mechanisms could be incorporated into these gorbachev,neutral
5696,006 newtons first law of motion 220 newtons first law of motion 2nd part aka law of inertia 647 net force of objects at rest and in constant velocity 758 newtons second law of motion 1002 variation of newtons second law of motion momentum impulse 1326 newtons third law of motion 2117 problems and calculations,neutral
5697,anyone else trying to cram 5 weeks of content the night before the exam,neutral
5698,i have a physics exam in 3 days and i just started i actually don’t know how to do anything wish me luck guys and good luck to everyone else that’s in the same situation,neutral
5699,the trouble with the holographic notion is pov point of view on the one hand and photon density on the other …… then if we had three or more hands all of the substance that can’t be “projected” and of course light speed having said that i do agree that all of the forces are actually expressions of the same phenomenon that being the interaction of matter energy with the higgs field at the plank scale to my thinking this interaction elevates the energy level of the field proportional to the interacting mass and this is gravity the energy level of which creates the effect of the curvature of space so that is another effect that cannot be projected as a hologram,neutral
5700,so correct a civilization cant only rely on an abstract science but on technology as well,neutral
